@RELATION comb2_new2

@attribute rape numeric
@attribute kidnapping numeric
@attribute dowry_deaths numeric
@attribute assault numeric
@attribute insult_to_modesty numeric
@attribute domestic_cruelty numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186}

@data
36,59,8,145,1,211,67
30,62,10,131,1,220,67
39,62,5,108,0,268,67
43,79,13,116,1,323,67
48,92,8,77,4,403,67
53,98,9,75,0,442,67
64,88,11,84,0,451,67
61,104,9,75,1,464,67
92,138,16,222,0,512,67
49,52,2,51,0,138,68
54,59,2,50,0,180,68
56,56,7,69,0,173,68
103,77,7,65,0,212,68
137,78,2,79,0,276,68
200,138,6,171,0,333,68
13,63,6,40,1,104,69
9,44,7,38,0,74,69
12,53,2,32,2,106,69
7,27,3,29,1,131,69
8,37,0,29,2,117,69
6,30,2,37,1,159,69
5,36,6,28,1,189,69
12,34,0,35,0,195,69
11,42,3,46,2,205,69
14,25,4,41,0,233,69
14,44,2,61,0,234,69
14,53,5,40,1,263,69
40,67,9,72,1,271,69
19,42,6,49,0,97,70
21,37,2,59,0,113,70
21,27,10,56,0,112,70
28,38,13,45,0,113,70
23,29,8,28,0,114,70
20,35,7,44,0,136,70
21,36,13,33,0,131,70
16,39,6,29,0,144,70
17,66,10,18,0,171,70
16,65,0,26,0,179,70
24,72,4,43,0,201,70
19,75,6,39,0,213,70
39,68,5,60,0,206,70
13,22,15,28,0,114,71
13,27,10,42,0,116,71
15,22,17,44,0,111,71
18,39,17,38,0,120,71
21,44,12,22,0,137,71
29,34,9,31,0,165,71
34,42,19,32,0,183,71
40,38,15,18,0,217,71
36,59,21,18,0,323,71
52,86,12,11,0,313,71
50,69,26,11,0,232,71
55,62,18,22,0,322,71
73,133,13,50,0,397,71
22,19,8,29,0,79,72
9,37,3,33,0,83,72
11,32,6,37,0,97,72
14,31,6,44,1,86,72
23,21,4,51,0,104,72
20,25,7,50,1,99,72
23,32,5,51,0,130,72
17,36,5,66,0,110,72
18,25,4,64,1,132,72
20,27,6,63,0,175,72
27,52,5,76,0,156,72
29,64,4,74,1,180,72
47,61,8,109,0,213,72
55,65,13,118,2,375,73
54,52,19,100,1,391,73
75,47,16,69,0,352,73
50,61,20,46,2,450,73
45,47,10,58,0,373,73
39,35,16,64,1,457,73
66,44,11,64,2,625,73
70,43,16,59,2,276,73
89,56,13,61,1,646,73
72,94,18,74,2,659,73
99,68,19,73,1,653,73
77,73,21,58,2,803,73
151,139,20,127,3,957,73
17,50,7,84,6,142,74
18,72,1,45,3,169,74
11,48,5,45,1,179,74
14,45,5,30,2,205,74
18,52,1,37,1,188,74
12,50,5,18,2,249,74
19,50,3,20,1,212,74
22,46,6,41,3,206,74
20,42,4,26,0,252,74
18,44,4,19,1,338,74
25,75,5,23,0,315,74
19,66,3,24,2,309,74
33,76,5,75,8,352,74
43,118,9,68,2,127,75
39,75,12,71,0,95,75
35,72,5,65,2,136,75
57,115,14,102,2,199,75
45,88,11,101,1,205,75
74,98,7,99,1,258,75
94,108,10,189,2,297,75
91,148,11,159,0,294,75
109,156,15,159,4,353,75
111,151,14,192,6,327,75
110,162,14,150,0,444,75
149,163,9,174,0,499,75
167,265,10,336,0,598,75
66,132,63,110,114,327,76
41,102,50,86,82,372,76
27,73,55,59,55,183,76
32,106,70,87,89,282,76
29,77,38,80,162,232,76
26,134,63,133,152,351,76
30,149,78,82,107,380,76
42,183,77,123,109,479,76
40,185,83,97,85,381,76
26,212,80,91,0,355,76
76,328,87,196,0,341,76
58,255,88,134,0,320,76
78,335,98,239,0,399,76
50,78,44,90,54,258,77
31,69,38,72,21,169,77
24,60,33,27,14,108,77
58,87,36,45,31,228,77
61,84,43,38,43,226,77
49,90,50,43,39,179,77
50,96,70,74,37,237,77
62,124,58,37,74,213,77
58,214,54,109,48,294,77
63,237,69,164,0,318,77
66,265,73,194,0,256,77
64,263,71,101,0,268,77
99,346,73,300,0,455,77
42,75,56,85,105,226,78
40,63,63,57,55,147,78
21,19,40,12,27,77,78
23,53,57,24,35,148,78
17,50,40,30,47,117,78
22,64,46,40,46,156,78
26,81,63,40,48,207,78
49,124,68,91,55,259,78
38,126,70,59,51,289,78
33,116,84,55,0,177,78
67,190,75,93,1,266,78
52,202,63,79,0,247,78
102,239,66,215,0,322,78
19,29,14,15,9,87,79
10,34,16,16,11,30,79
7,15,10,6,7,16,79
10,26,4,6,5,26,79
11,31,13,14,9,42,79
10,42,15,20,14,83,79
15,24,8,10,17,139,79
18,45,13,20,20,133,79
19,49,15,9,19,102,79
20,56,18,14,0,98,79
16,74,16,33,0,88,79
12,61,9,10,0,75,79
15,55,17,16,0,4,79
38,110,16,83,0,35,80
23,92,16,57,0,171,81
11,25,21,13,7,26,82
10,17,29,20,4,42,82
4,10,16,11,24,13,82
4,21,20,11,2,16,82
9,22,22,15,8,26,82
10,25,22,13,6,22,82
9,26,34,17,10,29,82
11,27,12,7,14,36,82
11,35,26,20,16,30,82
11,40,17,19,0,36,82
15,73,25,14,0,26,82
13,87,18,27,0,40,82
16,70,28,38,0,68,82
11,41,32,14,15,81,83
7,7,23,27,23,72,83
6,23,16,18,39,45,83
16,37,27,23,10,150,83
10,32,27,26,24,156,83
13,20,29,13,24,68,83
11,29,29,15,26,55,83
24,56,35,17,35,86,83
17,64,31,26,31,83,83
23,65,23,17,0,70,83
28,101,27,27,0,49,83
19,101,25,28,0,101,83
39,135,36,20,0,155,83
47,41,62,51,14,76,84
31,46,44,48,5,63,84
31,40,28,29,89,15,84
35,43,50,47,19,37,84
22,60,32,39,22,47,84
29,42,33,38,11,34,84
11,40,31,29,18,25,84
11,41,32,27,47,25,84
29,67,43,28,18,55,84
22,69,48,49,0,41,84
18,115,48,62,0,59,84
24,101,47,48,0,65,84
54,128,58,102,0,58,84
15,17,20,18,12,64,85
15,15,17,14,16,45,85
12,14,10,9,45,23,85
11,18,16,12,22,56,85
13,26,10,15,19,74,85
12,27,12,11,24,60,85
17,27,22,10,22,60,85
19,43,15,16,8,61,85
15,45,16,6,20,72,85
14,41,14,13,0,87,85
12,74,17,35,0,106,85
18,74,19,26,0,76,85
25,72,12,56,0,106,85
14,19,19,15,17,62,86
14,17,16,10,8,0,86
5,8,7,8,271,17,86
16,26,16,12,35,24,86
25,39,21,20,38,21,86
21,33,24,25,15,35,86
34,44,28,20,25,37,86
24,62,27,24,22,37,86
38,86,32,33,27,72,86
25,127,42,40,1,83,86
57,128,62,49,0,55,86
27,111,38,28,0,4,86
35,140,42,44,0,1,86
18,17,19,7,22,35,87
7,14,16,12,45,23,87
2,3,8,8,25,8,87
6,12,11,15,13,33,87
2,4,12,7,5,11,87
10,8,11,8,14,20,87
10,18,13,10,10,11,87
12,27,20,15,12,43,87
9,25,31,19,9,53,87
4,28,30,14,0,24,87
7,64,17,21,0,27,87
12,79,28,22,0,51,87
18,123,24,107,0,4,87
8,19,12,23,11,30,88
13,9,5,9,5,11,88
3,4,3,1,45,6,88
5,5,3,8,13,8,88
6,5,4,9,4,7,88
8,11,9,11,3,15,88
10,17,10,12,4,38,88
12,20,5,12,10,13,88
8,23,10,11,6,34,88
11,27,5,7,0,16,88
10,50,16,13,0,0,88
12,53,5,17,0,4,88
23,65,7,24,0,8,88
27,18,21,51,18,50,89
20,6,21,31,9,43,89
10,6,13,15,17,10,89
21,8,27,37,8,17,89
16,10,22,32,5,12,89
15,9,17,20,6,15,89
15,12,16,49,14,14,89
35,26,36,70,19,67,89
23,32,24,42,11,44,89
22,34,20,39,0,37,89
26,48,29,56,0,31,89
22,48,36,58,0,51,89
47,113,32,151,0,129,89
41,55,35,37,21,188,90
32,39,27,29,9,171,90
12,19,16,11,50,27,90
25,37,25,27,12,48,90
30,29,21,29,35,59,90
21,49,25,41,48,67,90
25,63,35,28,34,106,90
23,82,47,34,54,110,90
19,106,39,34,50,104,90
22,90,20,34,0,97,90
36,142,25,51,0,51,90
31,120,31,39,0,114,90
39,78,26,39,0,98,90
93,98,57,110,40,421,91
65,93,62,70,54,261,91
32,47,37,27,78,84,91
41,84,44,76,73,201,91
48,81,37,89,74,210,91
45,81,31,70,64,196,91
62,95,54,97,99,235,91
46,121,47,110,89,202,91
77,153,47,125,96,303,91
44,163,55,97,0,214,91
34,193,63,92,0,155,91
86,249,61,112,0,88,91
84,291,58,198,0,257,91
18,23,22,28,12,48,92
16,27,24,13,20,31,92
5,11,14,9,161,15,92
7,21,17,12,28,21,92
13,13,7,8,20,22,92
10,15,12,8,21,30,92
10,22,13,8,39,51,92
7,18,15,5,15,24,92
12,22,15,3,0,12,92
8,30,14,7,0,17,92
7,28,11,5,0,17,92
7,55,21,17,0,69,92
24,80,11,53,0,44,92
34,105,29,43,0,61,93
23,91,27,30,0,64,93
38,59,31,67,38,230,94
26,49,34,34,33,156,94
20,23,24,23,254,50,94
25,29,21,23,47,132,94
22,26,26,26,45,60,94
25,46,18,25,75,105,94
27,48,26,33,75,188,94
30,80,19,52,53,249,94
30,75,22,46,44,225,94
40,100,27,56,0,254,94
39,118,30,14,0,238,94
43,148,19,43,0,257,94
71,149,31,178,1,6,94
31,64,45,71,219,227,95
33,60,47,70,104,185,95
13,30,25,26,98,105,95
40,69,36,51,114,106,95
33,60,41,62,116,106,95
27,49,33,63,150,102,95
44,93,36,75,120,227,95
28,60,29,51,74,151,95
38,81,53,36,24,184,95
24,127,40,60,0,327,95
47,192,50,94,0,362,95
46,164,48,63,2,304,95
97,255,52,197,2,162,95
4,11,16,13,0,22,96
6,6,14,11,8,24,96
3,2,11,5,14,3,96
5,3,10,2,12,18,96
6,3,9,5,50,10,96
3,12,12,5,41,41,96
6,12,22,8,34,63,96
4,9,19,10,19,91,96
3,18,13,4,4,88,96
3,12,15,6,0,67,96
8,19,17,7,0,48,96
11,32,14,23,0,37,96
20,46,16,68,1,0,96
8,3,8,16,4,2,97
8,2,9,23,2,10,97
10,0,6,7,0,7,97
10,4,8,9,2,5,97
10,0,12,12,0,6,97
13,3,9,9,0,8,97
23,2,7,14,1,13,97
22,5,17,21,0,17,97
20,10,9,22,1,12,97
15,13,15,23,0,16,97
20,22,14,24,0,11,97
31,27,22,35,0,23,97
23,22,14,35,0,7,97
30,75,13,17,0,9,98
20,96,17,40,0,53,98
26,92,12,52,0,56,98
7,33,27,15,15,44,99
5,18,15,10,10,18,99
3,12,21,7,9,14,99
12,23,16,10,13,31,99
7,17,17,7,5,27,99
5,14,23,8,2,23,99
2,17,25,8,3,25,99
15,13,36,6,17,27,99
9,38,30,15,12,32,99
4,18,21,4,0,9,99
8,53,27,12,0,24,99
18,67,29,16,0,34,99
44,145,37,87,0,27,99
57,59,68,68,24,156,100
37,49,81,43,15,85,100
18,23,38,19,15,37,100
26,26,47,44,7,61,100
16,33,43,34,26,62,100
28,26,46,26,31,55,100
39,66,56,48,22,77,100
20,66,34,41,17,71,100
18,45,42,37,13,92,100
11,60,30,45,0,72,100
19,61,30,25,0,57,100
22,99,38,62,0,82,100
34,101,32,122,1,99,100
20,22,29,25,26,52,101
12,21,25,32,11,32,101
2,9,16,12,6,18,101
9,25,13,15,10,46,101
12,28,29,20,35,26,101
10,36,30,18,22,30,101
14,54,28,31,37,115,101
19,64,28,43,29,108,101
5,62,35,42,39,112,101
4,44,29,19,0,81,101
13,73,42,28,0,52,101
9,64,26,26,0,42,101
23,74,30,30,0,62,101
22,26,17,24,18,49,102
15,17,12,18,24,33,102
10,11,4,6,42,2,102
12,17,14,18,25,24,102
11,33,15,13,29,48,102
14,28,12,18,24,54,102
23,32,17,23,37,54,102
23,56,18,26,43,86,102
22,69,18,27,21,38,102
16,69,18,27,0,16,102
27,114,11,56,0,21,102
29,133,18,32,0,7,102
35,135,11,79,1,7,102
9,38,22,23,28,93,103
9,25,32,0,0,0,103
7,9,18,9,68,19,103
10,27,21,13,14,35,103
10,20,14,7,15,26,103
9,24,37,10,9,30,103
21,41,24,32,16,79,103
23,41,26,35,56,84,103
17,61,23,30,16,61,103
11,55,24,26,0,30,103
16,83,25,35,0,59,103
14,94,34,39,0,71,103
25,95,34,30,0,38,103
28,27,46,25,15,59,104
12,19,26,18,12,44,104
3,14,24,4,19,15,104
10,16,23,19,19,17,104
7,18,22,11,9,21,104
9,20,27,14,21,18,104
22,38,33,29,21,61,104
16,42,41,32,15,67,104
28,44,38,39,13,51,104
33,57,42,53,2,83,104
40,92,45,55,0,45,104
35,106,41,65,0,56,104
42,112,39,87,0,80,104
22,59,48,33,69,89,105
26,51,36,37,46,105,105
12,32,30,33,89,51,105
10,37,48,33,33,89,105
17,44,48,16,42,57,105
16,57,35,29,38,106,105
28,69,56,58,51,155,105
27,78,41,43,77,77,105
26,95,47,59,35,130,105
18,78,54,33,0,83,105
32,144,43,57,0,83,105
32,149,50,49,0,98,105
39,187,66,112,0,165,105
2,2,1,18,71,1,106
2,4,0,11,31,0,106
3,1,0,6,24,0,106
2,2,0,15,38,0,106
3,1,1,15,26,0,106
1,3,0,18,24,0,106
2,3,2,12,23,0,106
2,8,0,18,38,0,106
1,0,1,10,57,0,106
1,6,3,20,0,0,106
2,6,1,38,0,0,106
3,7,2,36,0,0,106
3,28,3,84,0,1,106
16,30,17,39,40,54,107
19,29,17,20,30,42,107
10,19,14,13,19,23,107
20,26,14,24,56,39,107
18,42,14,28,43,45,107
26,31,13,35,57,59,107
17,64,14,41,51,73,107
22,49,25,19,53,68,107
24,60,22,40,46,103,107
39,77,19,41,0,132,107
25,95,25,42,0,102,107
19,115,17,50,0,142,107
39,150,31,136,6,164,107
31,79,33,54,138,140,108
20,69,21,35,108,176,108
15,49,17,18,65,97,108
25,88,35,31,94,142,108
24,79,33,26,92,147,108
29,86,41,26,93,190,108
33,108,37,30,85,204,108
30,138,39,30,83,202,108
53,321,66,88,182,556,108
44,285,69,77,0,536,108
22,219,47,59,0,255,108
31,220,41,60,0,277,108
84,289,44,233,0,491,108
6,19,22,18,29,56,109
4,7,14,12,12,50,109
2,8,11,3,24,24,109
4,8,17,19,15,49,109
2,3,19,7,20,35,109
8,11,22,8,17,33,109
10,10,22,11,23,68,109
6,22,33,17,15,64,109
3,16,29,12,22,63,109
5,15,32,12,0,41,109
11,18,35,16,0,26,109
9,53,32,16,0,60,109
22,93,27,59,1,76,109
18,21,26,19,13,46,110
11,23,29,20,16,27,110
5,8,16,3,215,4,110
14,21,15,12,63,2,110
12,15,26,14,23,6,110
22,35,28,27,23,7,110
13,33,35,18,9,10,110
27,44,43,39,10,12,110
29,74,42,28,12,3,110
9,67,47,30,0,6,110
34,116,27,29,0,6,110
23,103,37,40,0,5,110
24,149,32,62,0,4,110
13,52,16,25,36,52,111
27,39,30,28,19,56,111
13,32,18,22,25,36,111
24,37,25,26,43,79,111
24,27,16,22,25,18,111
23,39,16,24,45,70,111
19,51,23,22,76,83,111
46,117,43,30,43,216,111
43,94,50,44,47,255,111
45,199,61,69,0,266,111
50,215,41,71,0,224,111
52,207,53,56,0,180,111
87,282,39,111,0,95,111
14,16,22,32,7,25,112
9,6,17,34,4,28,112
10,4,12,15,5,2,112
12,9,16,23,6,7,112
9,10,6,17,11,10,112
8,5,12,16,7,11,112
8,7,9,16,5,5,112
9,19,13,13,5,10,112
16,18,20,21,9,22,112
6,13,15,25,0,22,112
12,38,15,33,0,20,112
25,40,17,37,0,28,112
50,68,15,117,5,0,112
35,71,21,75,0,52,113
70,60,63,86,21,136,114
39,36,26,54,36,72,114
24,31,18,30,83,37,114
37,50,44,68,76,64,114
31,32,25,51,48,47,114
30,37,35,55,26,53,114
33,38,42,45,26,57,114
42,60,50,67,30,68,114
29,87,45,61,13,73,114
20,73,24,50,0,55,114
24,123,32,55,0,72,114
30,133,48,54,0,87,114
28,130,24,131,0,122,114
16,26,31,63,26,93,115
25,30,21,41,12,107,115
21,23,10,19,21,74,115
16,26,24,39,21,134,115
12,20,20,34,35,86,115
23,30,22,50,28,64,115
16,50,17,48,26,179,115
17,37,27,43,18,92,115
22,52,23,33,8,146,115
24,60,30,45,0,107,115
35,77,24,42,0,84,115
17,71,18,39,0,91,115
37,86,21,73,0,76,115
23,36,14,35,22,98,116
15,27,10,22,10,80,116
6,14,13,4,121,24,116
27,19,6,26,30,66,116
22,14,8,30,40,20,116
21,23,14,22,57,46,116
28,34,12,34,34,85,116
20,34,16,26,37,40,116
26,36,16,21,39,69,116
24,52,21,25,0,69,116
44,50,16,21,0,83,116
34,58,19,31,0,82,116
6,14,29,40,21,65,117
4,14,22,19,17,22,117
6,8,22,11,13,15,117
7,13,28,17,22,20,117
3,8,21,13,37,17,117
4,20,36,31,18,46,117
8,19,32,42,37,43,117
6,30,37,34,24,47,117
11,27,34,41,15,43,117
5,28,23,28,0,32,117
7,47,40,18,0,22,117
15,57,40,32,0,47,117
7,52,22,52,0,33,117
11,15,43,21,19,85,118
8,15,23,18,10,45,118
4,13,22,6,45,29,118
19,17,29,9,21,63,118
13,21,26,15,32,40,118
18,21,46,26,34,83,118
24,33,47,28,44,71,118
19,41,44,38,39,161,118
18,68,47,30,25,136,118
12,60,39,32,0,57,118
14,90,42,22,0,41,118
15,111,51,18,0,55,118
53,131,60,75,0,77,118
18,20,31,32,30,69,119
14,11,14,21,2,42,119
4,8,8,4,209,5,119
16,29,25,21,36,53,119
3,9,13,14,37,38,119
8,6,21,19,45,18,119
10,13,28,38,55,20,119
7,18,26,24,46,11,119
14,36,27,33,35,9,119
9,32,32,43,1,7,119
19,92,28,45,0,52,119
19,63,33,34,0,53,119
40,74,24,72,1,65,119
8,19,22,18,7,63,120
6,16,15,10,2,37,120
4,22,16,14,28,29,120
5,17,22,22,10,63,120
5,27,10,20,13,62,120
6,34,19,31,20,41,120
6,26,13,32,9,108,120
11,36,31,27,9,91,120
8,48,25,28,8,85,120
7,43,22,23,0,39,120
14,101,34,49,0,98,120
12,75,27,36,0,106,120
16,84,26,40,0,59,120
21,34,39,45,7,79,121
13,31,37,26,3,73,121
6,20,22,15,118,19,121
13,36,25,45,19,39,121
8,44,26,32,20,53,121
16,25,50,40,18,41,121
13,52,37,51,17,114,121
26,56,31,64,24,185,121
17,82,22,34,16,113,121
29,74,32,45,0,67,121
47,176,64,106,213,356,122
30,126,50,75,123,307,122
24,57,43,40,147,94,122
20,83,46,40,239,202,122
18,90,51,43,227,205,122
27,87,67,64,179,273,122
46,222,59,102,165,673,122
72,227,86,136,578,632,122
40,227,73,109,210,551,122
42,263,92,118,7,447,122
71,303,69,140,2,284,122
55,281,56,110,0,317,122
41,248,56,110,0,239,122
19,29,30,31,5,31,123
15,30,29,22,5,26,123
10,35,26,23,0,28,123
22,47,22,33,0,21,123
18,56,26,36,0,26,123
17,89,24,43,0,27,124
26,23,28,44,9,72,125
28,15,13,25,2,32,125
17,4,16,7,9,5,125
14,8,19,9,9,43,125
9,7,13,11,7,21,125
15,14,17,12,19,26,125
30,36,35,27,16,72,125
26,42,26,59,12,117,125
15,30,27,49,12,86,125
12,29,22,33,0,59,125
23,40,22,36,0,31,125
11,49,20,31,0,46,125
27,56,22,108,0,67,125
83,90,88,99,24,138,126
41,50,66,45,14,97,126
28,40,35,30,213,60,126
43,64,58,52,105,121,126
45,58,61,55,70,63,126
39,60,60,47,42,35,126
47,72,57,48,25,67,126
58,91,48,74,29,88,126
37,83,40,59,36,68,126
26,80,37,37,0,33,126
35,132,57,76,0,57,126
34,169,51,59,0,57,126
49,189,57,85,0,152,126
7,20,18,19,35,14,127
7,15,18,22,35,7,127
5,9,12,11,97,14,127
13,15,21,14,37,17,127
6,16,16,11,32,23,127
9,17,24,15,19,20,127
9,25,18,17,60,40,127
6,14,14,8,6,24,127
9,18,22,7,5,21,127
11,25,25,13,0,12,127
13,75,35,11,0,31,127
30,94,28,22,0,28,127
33,143,29,66,0,48,127
20,5,10,26,9,31,128
10,1,9,14,13,5,128
5,4,5,4,60,3,128
4,3,6,11,23,10,128
1,1,1,4,32,4,128
7,10,9,16,11,35,128
10,9,14,16,29,28,128
16,9,10,11,14,40,128
13,9,8,19,12,25,128
7,9,8,17,0,17,128
15,30,14,52,0,26,128
14,22,7,27,0,13,128
10,26,11,50,0,18,128
62,138,47,103,148,337,129
43,147,59,92,105,369,129
38,98,29,63,302,216,129
46,135,48,64,152,272,129
51,136,44,71,204,281,129
51,164,39,100,160,374,129
82,216,57,98,159,513,129
82,331,62,226,340,778,129
56,306,53,178,256,664,129
75,320,66,155,0,745,129
55,283,48,142,0,511,129
48,304,32,110,2,538,129
76,375,60,360,1,920,129
13,13,7,13,37,10,130
13,0,6,15,11,10,130
4,10,4,7,56,2,130
8,11,8,11,31,7,130
9,14,9,14,21,6,130
21,19,12,17,22,13,130
23,23,18,18,23,74,130
17,26,14,12,14,37,130
17,28,17,12,13,38,130
16,45,14,11,0,50,130
18,42,26,15,0,12,130
34,95,20,14,0,23,130
28,116,23,40,0,58,130
12,7,11,22,3,4,131
5,0,13,21,5,0,131
2,5,9,13,7,3,131
6,7,5,14,9,3,131
4,1,4,3,12,2,131
3,7,9,3,9,9,131
10,11,12,21,14,13,131
12,21,17,24,15,30,131
11,22,17,26,6,15,131
9,15,14,28,0,18,131
16,31,15,41,0,31,131
16,43,20,48,0,24,131
30,45,16,61,0,26,131
13,31,42,32,3,63,132
9,27,42,17,0,38,132
7,19,31,10,6,13,132
8,36,35,13,3,34,132
5,22,22,8,5,17,132
16,24,35,12,8,28,132
11,46,48,32,22,54,132
9,65,38,20,9,40,132
16,64,36,38,20,30,132
15,66,28,37,0,16,132
33,92,34,52,0,52,132
15,117,39,51,0,81,132
20,142,38,92,0,94,132
25,33,21,48,50,77,133
16,32,29,40,45,94,133
16,26,18,21,36,65,133
24,24,22,35,42,57,133
18,44,23,31,63,74,133
30,39,25,66,43,126,133
36,45,26,62,50,250,133
24,62,31,64,65,222,133
20,59,25,42,42,197,133
24,79,29,49,0,219,133
39,123,36,76,0,226,133
41,124,34,75,0,235,133
59,138,32,99,0,196,133
17,25,16,33,27,39,134
15,23,6,29,22,41,134
5,10,9,10,69,10,134
3,15,9,11,22,24,134
5,6,10,10,47,29,134
7,23,10,8,38,18,134
8,26,14,21,32,35,134
19,44,12,29,44,74,134
15,46,10,22,31,60,134
10,41,17,30,0,49,134
19,60,7,31,0,64,134
9,81,11,31,0,92,134
26,94,11,53,1,94,134
28,96,34,59,123,236,135
35,74,26,47,87,212,135
40,55,31,31,165,199,135
33,87,19,52,153,279,135
37,97,34,66,121,303,135
37,85,21,74,91,246,135
39,109,38,63,163,405,135
50,123,37,73,165,326,135
46,141,41,47,123,361,135
64,147,43,91,0,344,135
79,271,36,99,0,400,135
54,231,39,129,0,435,135
109,282,42,277,0,209,135
16,6,23,16,21,39,136
7,11,15,15,8,28,136
6,6,12,6,4,8,136
12,5,20,18,13,26,136
6,7,26,11,11,29,136
14,10,22,11,9,53,136
10,4,28,13,11,43,136
19,19,24,16,6,133,136
11,12,19,9,4,178,136
2,3,25,4,0,137,136
3,5,20,3,0,34,136
4,6,24,3,0,29,136
5,8,19,5,0,30,136
44,72,45,79,85,207,137
36,59,35,53,75,174,137
43,43,24,25,158,112,137
57,83,27,66,126,265,137
52,88,38,95,135,209,137
44,83,23,69,142,243,137
58,97,34,83,115,212,137
75,163,38,117,114,139,137
69,159,32,63,61,264,137
66,184,41,76,0,268,137
55,174,30,48,0,210,137
36,140,28,72,3,255,137
69,173,27,156,1,299,137
54,67,24,51,33,265,138
30,60,37,34,30,163,138
32,36,29,23,205,73,138
44,59,23,34,103,73,138
44,52,20,46,113,156,138
31,91,39,46,88,172,138
37,100,34,56,72,277,138
40,112,28,39,74,258,138
58,138,27,64,86,340,138
34,174,40,52,0,341,138
19,179,25,37,0,203,138
27,177,16,38,0,225,138
49,214,25,125,0,270,138
18,78,15,25,0,72,139
15,51,17,22,0,56,139
64,47,44,50,20,195,140
41,34,33,19,70,103,140
21,20,13,9,137,0,140
28,39,21,37,52,163,140
24,28,20,23,33,15,140
13,20,16,39,37,45,140
23,31,18,38,18,38,140
41,100,35,90,10,359,140
15,56,27,37,15,186,140
16,54,30,25,0,113,140
12,62,39,31,0,69,140
10,62,25,15,0,79,140
30,91,35,67,0,125,140
11,52,10,13,0,83,141
7,62,12,14,0,55,141
18,35,33,21,9,44,142
18,16,27,18,4,36,142
9,19,24,7,12,38,142
18,30,22,19,5,37,142
15,33,23,17,4,51,142
30,50,30,30,14,108,142
16,43,27,32,20,107,142
33,83,32,52,18,155,142
22,73,27,35,12,99,142
23,64,34,25,0,74,142
24,85,31,35,0,121,142
36,109,24,53,0,72,142
66,157,30,151,0,39,142
58,50,29,57,17,137,143
35,35,26,46,22,110,143
20,25,16,36,102,38,143
42,43,23,54,33,101,143
26,41,18,47,27,167,143
21,35,23,40,28,170,143
31,39,31,53,38,142,143
38,51,33,43,44,90,143
30,59,29,46,41,114,143
27,47,20,39,0,63,143
29,55,16,36,0,51,143
36,91,23,46,0,50,143
43,104,23,66,0,72,143
12,80,22,38,0,88,144
21,83,29,35,0,65,144
18,74,28,32,0,77,144
22,27,18,11,0,49,145
20,38,11,36,14,106,145
13,21,12,12,7,5,145
22,30,14,23,6,9,145
17,29,13,22,3,4,145
11,37,13,32,4,4,145
40,54,18,50,13,10,145
46,83,21,46,17,4,145
51,90,24,48,16,3,145
65,96,23,44,0,121,145
43,98,26,27,0,86,145
26,95,12,32,0,138,145
26,93,19,46,0,119,145
41,52,21,45,96,196,146
15,55,24,19,42,216,146
17,50,10,17,70,77,146
22,1,19,28,70,173,146
15,25,19,35,74,119,146
15,29,16,42,48,175,146
14,34,16,36,77,194,146
8,25,23,23,66,153,146
14,36,35,29,39,139,146
11,35,26,20,0,140,146
21,82,32,16,0,135,146
18,91,27,17,1,113,146
34,137,34,90,0,198,146
42,112,30,94,0,88,147
9,16,7,11,6,26,148
4,0,6,6,3,16,148
0,4,10,5,43,10,148
6,10,4,1,12,15,148
3,16,6,2,15,11,148
4,18,7,7,23,25,148
9,20,7,13,16,34,148
9,40,7,5,18,12,148
13,29,9,9,15,2,148
24,44,6,17,0,25,148
17,48,6,12,0,19,148
18,49,12,5,0,10,148
23,60,5,17,0,8,148
55,68,66,61,21,146,149
40,38,49,52,35,83,149
17,60,28,17,63,11,149
31,53,41,49,24,21,149
26,37,25,40,25,22,149
21,37,34,21,25,8,149
52,69,56,84,43,13,149
68,94,68,80,25,10,149
43,105,54,53,16,11,149
45,85,50,44,0,12,149
40,130,47,54,0,28,149
27,120,51,48,0,73,149
36,116,43,104,0,142,149
34,87,11,66,0,52,150
13,18,4,16,8,18,151
3,5,3,16,19,12,151
3,4,4,2,18,5,151
4,9,6,7,4,0,151
6,13,6,5,7,8,151
6,16,16,12,10,0,151
10,9,4,12,5,24,151
6,15,6,13,2,4,151
8,23,9,27,4,28,151
14,23,16,19,0,3,151
16,36,16,26,0,1,151
22,40,18,20,0,1,151
21,50,18,53,0,0,151
12,24,13,20,3,28,152
6,18,6,19,4,11,152
2,7,8,4,7,11,152
10,17,16,13,4,27,152
4,19,12,13,40,13,152
4,28,15,12,58,19,152
5,24,9,13,33,45,152
12,30,16,30,20,30,152
9,29,14,23,6,20,152
