@RELATION combined

@attribute rape numeric
@attribute kidnapping numeric
@attribute dowry_deaths numeric
@attribute assault numeric
@attribute insult_to_modesty numeric
@attribute domestic_cruelty numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,63,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207}


@data
29,23,15,25,33,89,171
33,25,12,23,0,88,171
41,27,14,30,0,89,171
54,43,13,32,0,75,171
32,47,12,27,0,107,171
51,49,12,77,23,192,171
6,15,4,23,10,43,172
13,17,5,29,45,60,172
12,13,5,10,83,56,172
6,5,4,53,0,57,172
8,13,2,7,18,65,172
10,13,2,13,0,63,172
11,9,0,9,0,70,172
15,18,5,6,1,72,172
18,10,1,12,0,72,172
10,12,1,10,1,98,172
17,15,2,9,0,77,172
18,23,7,13,1,51,172
15,102,4,41,9,80,172
38,10,11,16,11,92,172
43,21,9,22,20,193,172
38,9,13,17,22,165,172
38,8,4,14,8,152,173
56,21,11,11,10,127,173
65,29,19,18,13,104,173
34,24,11,13,18,63,173
30,34,13,16,17,62,173
45,31,19,26,44,117,173
55,49,13,22,30,175,173
47,70,11,29,19,163,173
35,67,15,23,12,136,173
52,114,14,60,19,118,173
11,11,12,17,0,14,174
10,7,14,15,0,23,174
11,9,7,22,1,34,174
16,21,8,24,0,48,174
13,19,9,21,10,50,174
21,9,4,23,0,51,174
22,29,12,30,1,76,174
23,25,13,31,0,72,174
19,29,14,19,20,55,174
25,24,14,16,27,71,174
17,19,7,19,34,94,174
24,20,12,16,1,102,174
43,48,13,62,52,117,174
28,6,17,26,20,41,175
17,10,17,14,40,30,175
25,15,17,12,23,34,175
29,13,15,14,21,45,175
29,10,9,17,32,79,175
34,17,22,13,29,80,175
18,20,31,18,32,92,175
39,20,17,25,38,106,175
36,30,18,30,38,113,175
51,19,17,26,57,87,175
57,32,9,38,52,124,175
37,23,12,24,40,143,175
51,57,17,55,39,127,175
17,7,12,23,0,98,176
20,3,7,30,0,103,176
22,5,9,10,0,70,176
17,6,9,17,0,102,176
15,10,10,17,0,119,176
18,2,4,14,0,129,176
23,14,5,21,0,154,176
31,16,9,14,0,127,176
24,28,6,10,0,97,176
39,30,8,9,0,125,176
21,49,16,26,0,170,176
30,55,6,25,1,159,176
64,113,5,58,13,187,176
15,12,18,22,14,51,177
14,16,20,15,10,63,177
15,20,17,21,5,68,177
13,20,16,22,12,88,177
28,29,14,21,22,124,177
31,49,26,46,28,165,177
24,26,16,30,27,149,177
36,43,24,31,50,149,177
32,42,17,21,46,129,177
27,56,26,32,36,123,177
27,42,23,19,15,156,177
32,49,30,26,25,185,177
50,57,27,71,48,167,177
22,23,9,30,5,63,178
13,18,9,11,0,55,178
12,13,4,15,0,86,178
16,12,7,10,0,133,178
14,21,4,20,0,127,178
28,24,8,19,0,110,178
25,33,6,17,0,76,178
28,35,9,25,5,101,178
26,51,11,20,16,180,178
32,35,6,20,13,155,178
36,36,13,14,6,169,178
25,46,7,15,9,122,178
38,162,11,60,18,171,178

9,26,7,9,0,77,179
5,23,9,14,0,74,179
11,25,4,9,0,50,179
25,23,7,9,0,54,179
5,14,2,6,0,44,179
13,19,5,6,0,55,179
21,46,5,20,6,78,179
10,24,1,9,5,17,179
15,44,6,25,11,66,179
15,37,7,15,6,85,179
16,25,2,13,1,53,179
24,43,10,10,4,87,179
16,20,1,16,0,58,179
20,34,4,7,1,101,179
18,30,8,12,0,49,179
27,45,5,14,0,105,179
12,13,6,13,0,24,180
11,5,3,8,0,25,180
15,7,2,12,0,52,180
13,2,0,5,0,18,180
11,1,3,11,0,12,180
5,3,1,7,0,6,180
7,3,5,8,0,12,180
12,6,1,11,0,10,180
13,5,1,6,0,7,180
12,2,1,7,0,15,180
5,5,3,6,0,10,180
25,8,2,4,0,14,180
17,37,2,11,0,17,180
8,4,6,1,0,19,181
14,8,7,5,0,32,181
13,9,6,6,0,28,181
8,5,2,5,0,14,181
24,11,7,7,0,34,181
31,14,5,15,0,44,181
15,16,2,18,0,54,181
20,13,6,9,0,46,181
21,10,4,11,0,40,181
26,23,4,16,0,31,181
13,14,4,8,0,35,181
25,20,4,10,0,19,181
31,29,1,26,0,35,181
13,9,4,15,0,57,182
14,25,5,25,5,36,182
15,16,1,20,2,36,182
22,16,5,23,0,40,182
30,21,2,23,1,45,182
19,22,5,22,1,45,182
27,29,6,25,3,33,182
20,28,4,29,5,39,182
32,29,5,16,1,43,182
29,30,3,36,1,31,182
37,20,5,11,1,49,182
44,31,6,19,0,55,182
52,48,4,57,2,89,182
6,7,4,11,0,20,183
6,8,5,6,0,23,183
10,5,2,8,0,49,183
13,13,1,9,1,19,183
6,2,1,10,0,9,183
9,5,5,25,1,19,183
13,11,2,19,0,28,183
15,10,1,9,0,16,183
17,6,3,9,0,21,183
10,5,3,2,0,32,183
8,6,1,10,0,20,183
17,18,2,11,1,20,183
20,17,3,29,0,21,183
11,6,4,4,1,7,184
0,6,5,5,1,4,184
9,4,1,2,2,14,184
4,4,4,10,1,14,184
6,5,4,1,1,13,184
10,3,4,5,0,27,184
15,24,5,17,6,0,184
13,9,0,5,1,31,184
7,4,3,8,3,21,184
11,11,1,6,2,19,184
4,8,4,4,1,21,184
15,7,2,3,1,21,184
17,20,1,13,0,47,184
22,7,11,17,0,22,185
27,16,9,15,0,41,185
30,11,7,32,0,34,185
30,13,6,16,0,49,185
21,17,3,5,0,29,186
32,26,2,1,0,36,186
34,32,4,14,4,33,186
0,0,3,1,0,0,187
0,0,2,2,0,0,187
1,1,3,3,0,0,187
0,0,1,6,0,0,187
1,0,2,4,0,0,187
1,0,3,2,0,0,187
2,0,2,2,0,0,187
1,0,4,2,0,0,187
1,0,2,0,0,0,187
0,0,1,0,0,0,187
0,0,0,0,0,0,187
0,0,2,0,0,0,187
2,2,0,5,0,0,187
12,14,6,4,0,21,188
17,8,4,10,0,28,188
15,4,4,4,0,19,188
16,6,3,6,0,18,188
16,12,6,11,0,22,188
25,12,14,12,0,31,188
30,21,9,15,0,28,188
24,21,9,15,0,28,188
14,26,2,12,0,40,188
30,28,11,19,2,42,188
12,22,6,17,0,38,188
14,34,10,11,0,45,188
23,36,3,41,1,44,188
19,13,12,13,0,46,189
19,10,12,12,1,55,189
30,14,7,13,15,51,189
23,13,13,11,0,39,189
23,14,8,11,1,46,189
25,15,13,14,1,57,189
27,15,6,18,0,71,189
35,17,13,21,0,73,189
37,24,9,12,1,57,189
26,36,5,17,1,74,189
28,23,11,13,2,72,189
33,28,8,14,0,70,189
36,28,5,54,0,154,189
19,11,7,3,2,27,190
13,13,3,4,1,26,190
12,4,5,9,0,34,190
20,18,3,11,2,14,190
12,9,0,9,6,3,190
18,6,1,11,1,21,190
15,8,1,8,5,24,190
21,49,17,16,2,104,191
20,38,14,12,0,82,191
33,46,13,27,0,107,191
31,39,14,26,0,109,192
37,65,7,27,1,78,192
52,95,6,30,2,93,192
54,82,12,48,2,120,192
51,83,10,52,0,133,192
35,71,13,61,0,140,192
22,40,5,27,4,82,192
39,26,4,24,4,62,192
15,40,4,19,3,74,192
31,26,6,22,0,57,192
33,29,6,17,3,107,192
29,33,3,34,3,53,192
8,9,2,20,0,34,193
17,8,7,14,0,47,193
11,5,2,3,0,37,193
12,8,5,2,0,32,193
18,18,2,21,0,29,193
13,15,6,12,0,23,193
22,10,7,25,0,42,193
24,14,4,19,0,27,193
21,14,3,5,0,23,193
12,22,2,14,0,31,193
16,17,2,10,0,39,193
16,34,3,8,0,46,193
30,39,7,40,0,62,193
6,1,4,0,0,15,194
7,4,5,7,0,16,194
7,3,2,7,0,14,194
8,7,4,5,0,10,194
11,7,2,12,0,20,194
5,11,2,0,0,12,194
17,14,8,0,0,33,194
12,12,7,5,0,28,194
10,5,3,7,0,35,194
7,10,4,5,0,43,194
7,8,1,6,0,10,194
14,10,0,3,0,18,194
16,17,2,29,6,24,194
38,46,11,46,13,249,195
40,88,16,88,127,145,195
38,47,8,72,175,116,195
48,46,5,33,23,104,195
42,37,5,26,25,85,195
41,61,12,25,17,93,195
58,93,9,25,13,107,195
46,78,10,36,21,92,195
14,12,4,4,5,19,195
39,70,10,31,9,92,195
13,20,4,3,0,37,195
55,108,9,29,11,119,195
11,6,0,4,2,36,195
48,76,14,25,12,109,195
8,10,4,4,4,22,195
69,99,10,30,14,135,195
11,21,4,5,1,23,195
9,6,9,8,0,20,196
9,9,5,6,0,25,196
12,10,3,15,0,29,196
14,14,4,6,0,13,196
9,15,7,2,1,16,196
13,16,4,13,2,22,196
6,4,2,3,0,3,197
10,4,3,7,0,11,197
11,6,6,8,0,12,197
8,2,3,1,0,21,197
15,6,1,5,0,18,197
17,5,1,9,0,9,197
20,3,6,5,0,22,197
13,9,3,6,0,12,197
13,9,8,13,1,11,197
22,9,7,2,1,23,197
14,5,4,5,0,13,197
22,10,3,9,0,23,197
18,9,1,16,2,23,197
11,9,6,8,2,25,198
4,7,7,7,0,14,198
9,8,3,16,0,17,198
11,9,7,5,0,18,198
9,11,3,6,1,13,198
11,22,1,24,0,25,198
7,14,4,20,5,30,198
19,17,3,19,0,22,198
18,12,2,19,1,24,198
18,13,3,10,0,22,198
12,12,5,3,0,26,198
23,10,3,14,0,25,198
29,35,5,22,0,24,198
3,2,1,2,0,16,199
8,1,8,3,0,13,199
9,3,1,12,0,10,199
7,7,1,6,0,24,199
18,15,3,18,0,34,199
14,10,5,5,0,17,199
11,13,4,11,0,13,199
12,8,3,6,0,19,199
20,8,2,2,0,14,199
12,10,3,5,1,23,199
17,14,7,8,0,16,199
18,28,3,10,2,30,199
18,42,3,20,1,39,199
11,8,4,8,0,14,200
8,11,7,5,0,31,200
14,10,1,5,0,32,200
14,11,3,7,2,14,200
14,6,2,8,1,21,200
8,6,1,5,0,19,200
13,9,4,15,1,15,200
23,46,10,128,19,232,201
18,29,14,45,0,119,201
33,30,6,28,0,138,201
20,32,9,24,2,96,201
19,20,8,30,2,82,201
29,23,4,27,1,39,201
22,14,17,22,0,109,201
35,37,13,17,0,116,201
28,46,12,20,0,152,201
26,31,9,35,1,139,201
25,26,13,22,0,95,201
44,32,4,24,0,86,201
56,56,11,84,2,159,201
6,6,5,13,4,33,202
6,6,6,17,6,25,202
10,9,8,14,3,41,202
8,8,0,12,3,29,202
18,10,6,16,2,29,202
8,7,5,9,1,21,202
7,5,2,11,0,24,202
10,9,2,18,1,27,202
13,14,3,9,3,20,202
14,14,2,14,2,20,202
14,16,5,9,1,18,202
22,18,0,13,3,15,202
30,42,4,29,0,27,202
15,18,10,18,4,36,203
14,17,6,19,4,52,203
19,14,12,14,2,56,203
21,10,3,13,4,42,203
11,15,7,14,1,43,203
24,10,7,18,4,46,203
31,17,5,31,2,51,203
34,13,4,15,3,62,203
25,12,9,6,2,60,203
31,7,8,18,0,51,203
30,11,14,10,0,36,203
34,31,7,24,3,40,203
56,39,11,48,2,63,203
14,3,2,9,0,28,204
12,6,2,4,0,43,204
17,8,6,5,1,18,204
8,6,4,6,3,14,204
21,13,0,3,0,25,204
21,8,1,13,1,31,204
10,6,6,0,2,3,205
16,23,0,0,0,0,205
20,18,3,0,0,0,205
23,27,6,15,5,32,205
17,23,3,18,0,42,205
24,27,4,13,3,76,205
23,33,7,31,0,127,205
51,51,10,92,0,191,205
10,10,8,11,0,27,206
12,10,4,5,0,20,206
13,4,3,7,0,11,206
14,5,10,10,0,10,206
19,5,3,20,0,12,206
23,11,7,18,0,27,206
26,27,6,34,0,16,206
18,14,2,22,0,24,206
27,13,3,16,1,6,206
20,18,5,4,0,16,206
16,17,3,12,0,24,206
23,14,3,10,0,38,206
34,31,7,43,0,34,206
10,12,5,2,0,21,207
13,11,7,2,0,25,207
11,15,0,10,0,32,207






