,District,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
0,AMBALA,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BHIWANI,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FARIDABAD,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FATEHABAD,0,0,0,0,0,0,0,0,0,0,0,0,0
4,GURUGRAM,0,0,0,0,0,0,0,0,0,0,0,0,0
5,HISAR,0,0,0,0,0,0,1,0,0,0,0,0,0
6,JHAJJAR,0,0,0,0,0,0,0,0,0,0,0,0,0
7,JIND,0,0,0,0,0,0,0,0,0,0,0,1,0
8,KAITHAL,0,0,0,0,0,1,0,1,1,1,1,1,0
9,KARNAL,0,0,0,0,0,0,0,0,0,0,0,0,0
10,KURUKSHETRA,0,0,0,0,0,0,0,0,0,0,0,0,0
11,MAHENDRAGARH,0,0,0,0,0,1,0,1,1,1,1,1,0
12,NUH,0,0,0,0,0,0,0,0,0,0,0,0,0
13,PALWAL,0,0,0,0,0,0,0,0,1,1,1,1,0
14,PANCHKULA,0,0,0,0,0,0,1,1,1,1,1,1,0
15,PANIPAT,0,0,0,0,0,0,0,0,0,0,0,0,0
16,REWARI,0,1,0,0,0,0,0,1,0,0,0,1,0
17,ROHTAK,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SIRSA,0,0,0,0,1,0,0,1,1,1,1,1,0
19,SONIPAT,0,0,0,0,0,0,0,0,0,0,0,0,0
20,YAMUNANAGAR,0,0,0,0,0,1,1,0,0,0,0,0,0
21,AMRITSAR,0,0,0,0,0,0,0,0,0,1,2,2,0
22,BARNALA,0,0,0,0,0,0,0,1,1,1,1,1,1
23,BATHINDA,0,0,0,0,0,0,0,0,1,1,1,1,1
24,FARIDKOT,0,0,0,0,0,0,1,1,1,1,1,1,1
25,FATEGARH SAHIB,0,0,0,0,0,0,0,1,0,1,1,1,1
26,FAZILKA,0,0,0,0,0,0,0,0,0,0,1,1,0
27,FIROZPUR,0,0,0,0,0,0,0,0,0,0,0,0,0
28,GURDASPUR,0,0,0,0,0,0,1,1,1,1,1,1,1
29,HOSHIARPUR,0,0,0,1,0,0,1,1,1,1,1,1,1
30,JALANDHAR,0,1,0,1,0,0,0,1,1,0,1,0,0
31,KAPURTHALA,0,0,0,0,0,0,1,1,1,1,1,1,1
32,LUDHIANA,0,0,0,0,0,0,0,0,1,1,0,1,0
33,MANSA,0,0,0,0,0,0,1,1,1,1,1,1,1
34,MOGA,0,0,0,0,0,0,0,1,1,1,1,1,1
35,MUKTSAR,0,0,0,0,0,0,0,1,1,1,1,1,1
36,PATHANKOT,0,0,0,0,0,0,0,0,0,0,1,1,2
37,PATIALA,0,1,0,0,0,0,0,1,1,1,1,1,1
38,RUPNAGAR,0,0,0,0,0,0,1,1,0,1,1,0,1
39,SAHIBZADA AJIT SINGH NAGAR,0,0,0,0,0,0,1,1,0,1,0,1,1
40,SANGRUR,0,0,0,0,0,0,0,0,1,1,1,0,1
41,SHAHEED BHAGAT SINGH NAGAR,0,0,0,0,0,0,0,1,1,1,0,1,1
42,TARN TARAN,0,0,0,0,0,0,1,1,1,1,1,1,1
43,AJMER ,0,0,0,0,0,1,0,1,1,1,1,1,1
44,ALWAR,0,0,0,0,0,0,0,1,1,1,1,1,1
45,BANASWARA,0,0,0,0,0,0,0,1,1,1,1,0,1
46,BARAN,0,0,0,0,0,0,1,1,1,1,1,1,1
47,BARMER,0,0,0,0,1,0,1,1,1,1,1,1,1
48,BHARATPUR,0,0,0,0,0,0,0,1,1,1,1,1,1
49,BHILWARA,0,0,0,0,0,1,1,1,1,1,1,1,1
50,BIKANER,0,0,1,0,1,0,0,1,1,1,1,1,1
51,BUNDI,0,0,0,0,0,0,1,1,1,1,1,1,1
52,CHITTORGRAH,0,0,0,0,0,0,0,1,1,1,1,1,1
53,CHURU,0,0,1,0,0,1,1,1,1,1,1,1,1
54,DAUSA,0,0,0,1,1,0,0,1,1,1,1,1,1
55,DHAULPUR ,0,0,0,1,0,0,0,1,1,1,1,1,1
56,DUNGAPUR,0,0,0,0,0,0,1,1,1,1,1,1,1
57,HAMUNANGARH,0,0,0,1,1,1,0,1,1,1,1,1,1
58,JAIPUR,0,0,0,0,0,0,2,4,4,4,5,2,5
59,JAISALMER,0,0,0,0,0,0,1,1,1,1,1,1,1
60,JALOR,0,0,0,0,0,1,1,1,1,1,1,1,1
61,JHALAWAR,0,0,0,0,0,0,1,1,0,0,0,1,0
62,JHUNJHUNUN,0,0,0,1,1,0,0,1,1,1,1,1,1
63,JODHPUR,0,0,0,0,0,1,1,1,1,1,1,3,3
64,KARAULI,0,0,0,0,0,0,0,1,1,1,1,1,1
65,KOTA,0,0,0,0,0,0,1,2,1,2,2,2,1
66,NAGUAR,0,1,0,0,0,1,0,1,1,1,1,1,1
67,PALI,0,0,0,1,0,1,0,0,0,1,1,1,1
68,PRATAPGARH,0,0,0,0,0,0,0,1,1,1,1,1,1
69,RAJSAMAND,0,0,0,0,0,0,0,1,1,1,1,1,1
70,SAWAI MADHOPUR,0,0,0,1,0,0,0,1,1,1,1,1,1
71,SIKAR,0,0,0,0,1,1,0,1,1,1,1,1,1
72,SIROHI,0,0,0,0,0,0,0,1,1,1,1,1,1
73,SRI GANGANAGAR,0,0,0,0,1,0,1,0,1,1,1,1,0
74,TONK,0,0,0,0,0,0,0,0,1,1,1,1,0
75,UDAIPUR,0,0,0,1,1,0,1,1,0,0,1,1,1
